Names,Re,Re_err,VRe,VRe_lerr,VRe_uerr,VRopt,VRopt_lerr,VRopt_uerr,VRout,VRout_lerr,VRout_uerr,Vdisp,Vdisp_lerr,Vdisp_uerr,Rot2disp_int,Rot2disp_pgc
C-zcos_z1_189,4.3405485,1.3021647,70.16975294967835,17.72617079810181,17.72617079810181,124.40150071877609,42.37038390504681,42.37038390504681,124.40150071877609,42.37038390504681,42.37038390504681,38.618506871705954,13.453412448148612,13.453412448148612,2.416,3.221
C-zcos_z1_192,3.5357754,1.0607326,93.42240969354243,19.1085198058537,19.1085198058537,115.78576340984357,24.91583434811718,24.91583434811718,128.98598034972133,31.143325695014322,31.143325695014322,27.16382130702527,13.507364121100755,13.507364121100755,6.316,6.321
C-zcos_z1_197,3.6033008,1.0809903,57.05467137341706,18.788922735765333,18.788922735765333,94.7339066584145,25.302795030807903,25.302795030807903,94.7339066584145,25.302795030807903,25.302795030807903,40.61513658723802,14.166562021182132,14.166562021182132,2.057,2.802
C-zcos_z1_198,5.584179,1.6752537,90.95177169108834,17.170778588036125,17.170778588036125,76.13587961333076,16.263028747546443,16.263028747546443,76.13587961333076,16.263028747546443,16.263028747546443,34.602527147594294,13.323817433453522,13.323817433453522,2.28,2.813
C-zcos_z1_2,6.1939964,1.858199,195.441490199318,39.620770229897,39.620770229897,224.43772239177966,40.012651730092564,40.012651730092564,224.43772239177966,40.012651730092564,40.012651730092564,48.593,14.331640241088946,14.331640241088946,5.386,5.415
C-zcos_z1_200,3.176221,0.9528663,90.66291792614481,18.871663773546214,18.871663773546214,64.37217376152964,10.524827967132106,10.524827967132106,70.0380140173237,16.322163079478226,16.322163079478226,14.068,13.080236886234132,13.080236886234132,5.049,6.539
C-zcos_z1_202,3.161079,0.9483237,151.54007470990226,23.383443166639534,23.383443166639534,143.78273425816056,23.29758022745189,23.29758022745189,160.3010373930993,30.745828518609596,30.745828518609596,41.34511919199169,16.397289288171997,16.397289288171997,4.761,4.893
C-zcos_z1_354,2.0538583,0.6161575,78.58910940006976,19.17657951170021,19.17657951170021,79.43165450668482,19.48589061950878,19.48589061950878,88.65721079494503,19.028450419527708,19.028450419527708,43.965,14.032283064419703,14.032283064419703,1.953,2.204
C-zcos_z1_356,2.4829235,0.7448771,64.61979975221084,17.700098128027395,17.700098128027395,66.78979879329117,18.510466326915907,18.510466326915907,75.63826884047863,18.49099981497016,18.49099981497016,25.233,13.054617114262678,13.054617114262678,3.258,3.358
C-zcos_z1_460,5.50943,1.652829,165.750925797679,34.79715118797568,34.79715118797568,194.82748327944697,29.673784605445228,29.673784605445228,239.757741974905,30.786597311519092,30.786597311519092,15.563,14.358510298774034,14.358510298774034,15.345,15.5
C-zcos_z1_472,3.236356,0.97090685,64.67754162642547,16.264729612326008,16.264729612326008,47.91764638923291,16.24009367955174,16.24009367955174,52.267526620696415,21.045894063803253,21.045894063803253,9.465200394075131,13.493249682711722,13.493249682711722,5.52,8.533
C-zcos_z1_493,4.303485,1.2910455,59.40520412956694,17.97678750368301,17.97678750368301,47.162208168967666,14.16645112899771,14.16645112899771,55.11482529005316,14.885001065728138,14.885001065728138,23.64643165469158,13.12712422810114,13.12712422810114,2.302,2.765
